id	latin_name	companion_latin_name	in_space	in_proximity	in_time	relations	hinderance_in_space	hinderance_in_time	hinderance_in_proximity
529	Ficus carica	Mentha x piperita vulgaris	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
530	Ficus carica	Mentha x smithiana	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
531	Ficus carica	Mentha x villosa alopecuroides	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
532	Ficus carica	Matteuccia struthiopteris	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
533	Ficus carica	Foeniculum vulgare	FALSE	FALSE	FALSE	attracts wasp that polinate	FALSE	FALSE	FALSE
537	Ficus carica	Anethum graveolens	FALSE	FALSE	FALSE	attracts wasp that polinate	FALSE	FALSE	FALSE
539	Amelanchier alnifolia	Alnus glutinosa	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
540	Amelanchier alnifolia	Morus rubra	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
541	Amelanchier alnifolia	Diospyros kaki	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
542	Amelanchier alnifolia	Ribes uva-crispa	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
543	Amelanchier alnifolia	Urtica dioica	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
544	Amelanchier alnifolia	Tropaeolum majus	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
545	Amelanchier alnifolia	Borago officinalis	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
546	Amelanchier alnifolia	Vicia villosa	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
547	Amelanchier alnifolia	Hydrangea serrata	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
548	Amelanchier alnifolia	Berberis thunbergii	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
549	Amelanchier alnifolia	Heuchera americana	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
550	Amelanchier alnifolia	Heuchera cylindrica	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
551	Amelanchier alnifolia	Heuchera diversifolia	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
552	Amelanchier alnifolia	Heuchera glabra	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
553	Amelanchier alnifolia	Heuchera micrantha	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
554	Amelanchier alnifolia	Heuchera sanguinea	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
555	Amelanchier alnifolia	Heuchera versicolor	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
556	Amelanchier alnifolia	Cornus mas	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
557	Amelanchier alnifolia	Forsythia suspensa	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
558	Amelanchier alnifolia	Forsythia viridissima	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
559	Amelanchier alnifolia	Forsythia x intermedia	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
560	Amelanchier alnifolia	Viburnum betulifolium	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
561	Amelanchier alnifolia	Viburnum cassinoides	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
562	Amelanchier alnifolia	Viburnum cordifolium	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
563	Amelanchier alnifolia	Viburnum corylifolium	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
564	Amelanchier alnifolia	Viburnum cotinifolium	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
565	Amelanchier alnifolia	Viburnum cylindricum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
566	Amelanchier alnifolia	Viburnum dentatum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
567	Amelanchier alnifolia	Viburnum dilatatum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
568	Amelanchier alnifolia	Viburnum edule	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
569	Amelanchier alnifolia	Viburnum erosum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
570	Amelanchier alnifolia	Viburnum erubescens	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
571	Amelanchier alnifolia	Viburnum erubescens gracilipes	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
572	Amelanchier alnifolia	Viburnum farreri	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
573	Amelanchier alnifolia	Viburnum foetens	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
574	Amelanchier alnifolia	Viburnum fordiae	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
575	Amelanchier alnifolia	Viburnum furcatum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
576	Amelanchier alnifolia	Viburnum grandiflorum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
577	Amelanchier alnifolia	Viburnum japonicum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
578	Amelanchier alnifolia	Viburnum opulus	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
579	Amelanchier alnifolia	Viburnum plicatum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
580	Amelanchier alnifolia	Viburnum trilobum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
581	Corylus avellana	Monarda fistulosa	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
582	Corylus avellana	Calendula officinalis	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
583	Corylus avellana	Achillea millefolium	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
584	Corylus avellana	Hypericum perforatum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
585	Corylus avellana	Ajuga australis	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
586	Corylus avellana	Ajuga bracteosa	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
587	Corylus avellana	Ajuga chamaepitys	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
588	Corylus avellana	Ajuga decumbens	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
589	Corylus avellana	Ajuga iva	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
590	Corylus avellana	Ajuga reptans	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
591	Corylus avellana	Verbascum densiflorum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
592	Corylus avellana	Allium tuberosum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
593	Corylus avellana	Raphanus sativus	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
594	Ficus carica	Portulaca oleracea	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
595	Ficus carica	Symphytum officinale	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
596	Prunus domestica	Malva sylvestris	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
597	Prunus domestica	Symphytum officinale	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
598	Prunus domestica	Allium sativum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
599	Prunus domestica	Althaea officinalis	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
601	Ficus carica	Ruta graveolens	TRUE	TRUE					
602	Juniperus communis	Origanum vulgare							
603	Juniperus communis	Crataegus douglasii				Plants are sometimes attacked by a rust, this fungus has an aecidial stage on hawthorn (Crataegus spp.	TRUE	TRUE	
604	Sambucus canadensis	Ribes nigrum							
605	Sambucus canadensis	Ribes montigenum							
606	Sambucus canadensis	Ribes uva-crispa							
607	Pinus cembra	Coriandrum sativum							
608	Pinus cembra	Ruta graveolens							
609	Pinus cembra	Origanum vulgare							
610	Pinus cembra	Melissa officinalis							
611	Pinus cembra	Eruca vesicaria sativa							
612	Pinus cembra	Achillea millefolium							
613	Pinus cembra	Calluna vulgaris							
614	Pinus cembra	Borago officinalis							
615	Pinus cembra	Chamaemelum nobile							
616	Ribes odoratum	Hemerocallis lilioasphodelus							
617	Ribes odoratum	Tulipa edulis							
618	Ribes odoratum	Vaccinium ovatum							
620	Elaeagnus x ebbingei	Buddleia davidii							
622	Elaeagnus x ebbingei	Philadelphus coronarius							
623	Elaeagnus x ebbingei	Philadelphus coronarius							
624	Rosa rugosa	Nepeta cataria							
625	Rosa rugosa	Lavandula angustifolia							
626	Rosa rugosa	Allium sativum							
627	Rosa rugosa	Ajuga australis							
628	Rosa rugosa	Ajuga chamaepitys							
629	Rosa rugosa	Ajuga decumbens							
630	Rosa rugosa	Ajuga iva							
631	Rosa rugosa	Ajuga reptans							
632	Rosa rugosa	Mazus miquelii							
633	Rosa rugosa	Mazus pumilus							
634	Rosa rugosa	Mazus stachydifolius							
635	Rosa rugosa	Viola cornuta							
636	Rosa rugosa	Viola tricolor							
637	Rosa rugosa	Viola x wittrockiana							
638	Rosa rugosa	Cerastium fontanum							
639	Rosa rugosa	Papaver orientale							
640	Prunus domestica	Cydonia oblonga							
641	Prunus domestica	Aronia melanocarpa							
642	Prunus domestica	Trifolium repens							
643	Prunus domestica	Lonicera caerulea							
644	Prunus domestica	Borago officinalis							
666	Prunus domestica	Allium ampeloprasum							
667	Prunus domestica	Allium cepa proliferum							
668	Prunus domestica	Allium cernuum							
669	Prunus domestica	Allium porrum							
670	Prunus domestica	Allium schoenoprasum							
671	Prunus domestica	Allium senescens							
672	Prunus domestica	Tropaeolum majus							
673	Prunus domestica	Asparagus officinalis							
674	Prunus domestica	Ocimum basilicum							
675	Prunus domestica	Anethum graveolens							
676	Prunus domestica	Vitis vinifera							
677	Prunus domestica	Hyssopus officinalis							
678	Prunus domestica	Allium tuberosum							
679	Prunus domestica	Ruta graveolens							
680	Prunus domestica	Fragaria x ananassa							
681	Pinus cembra	Campanula carpatica							
682	Pyrus communis	Allium sativum							
683	Pyrus communis	Lavandula angustifolia							
684	Pyrus communis	Tropaeolum majus							
685	Pyrus communis	Mentha x piperita vulgaris							
686	Pyrus communis	Mentha pulegium							
687	Pyrus communis	Artemisia abrotanum							
688	Pyrus communis	Allium schoenoprasum							
689	Pyrus communis	Foeniculum vulgare							
690	Pyrus communis	Pycnanthemum pilosum							
691	Pyrus communis	Allium cepa							
692	Pyrus communis	Mentha spicata							
693	Arbutus unedo	Vaccinium ovatum							
694	Arbutus unedo	Rosmarinus officinalis							
695	Arbutus unedo	Lavandula angustifolia							
696	Arbutus unedo	Calluna vulgaris							
697	Brassica oleracea	Ocimum basilicum							
698	Brassica oleracea	Cynara scolymus							
699	Brassica oleracea	Beta vulgaris craca							
700	Brassica oleracea	Apium graveolens dulce							
701	Brassica oleracea	Cucumis sativus							
702	Brassica oleracea	Lactuca sativa							
703	Brassica oleracea	Allium cepa							
704	Brassica oleracea	Pisum sativum							
705	Brassica oleracea	Solanum tuberosum							
706	Brassica oleracea	Raphanus sativus							
707	Brassica oleracea	Spinacia oleracea							
708	Brassica oleracea	Allium sativum							
709	Brassica oleracea	Anethum graveolens							
710	Brassica oleracea	Matricaria chamomilla							
711	Brassica oleracea	Rosmarinus officinalis							
712	Brassica oleracea	Salvia officinalis							
713	Brassica oleracea	Thymus vulgaris							
714	Brassica oleracea	Hyssopus officinalis							
715	Brassica oleracea	Tropaeolum majus							
716	Myrica californica	Arctostaphylos uva-ursi							
717	Lonicera caerulea	Lonicera caerulea	TRUE	TRUE					
718	Lonicera caerulea	Myrrhis odorata							
719	Lonicera caerulea	Coreopsis auriculata							
720	Pyrus communis	Pisum sativum							
721	Pyrus communis	Phaseolus vulgaris							
722	Pyrus communis	Chamaemelum nobile							
723	Pyrus communis	Borago officinalis							
724	Pyrus communis	Trifolium repens							
725	Pyrus communis	Trifolium pratense							
726	Pyrus communis	Trifolium incarnatum							
727	Pyrus communis	Solanum melongena							
728	Pyrus communis	Echinacea angustifolia							
729	Pyrus communis	Echinacea purpurea							
730	Pyrus communis	Elaeagnus multiflora							
732	Corylus avellana	Papaver orientale							
733	Corylus avellana	Viburnum opulus 							
734	Corylus avellana	Viburnum edule							
735	Corylus avellana	Viburnum x bodnantense							
736	Capsicum annuum	Raphanus sativus							
737	Capsicum annuum	Vicia faba major							
738	Capsicum annuum	Phaseolus vulgaris							
739	Capsicum annuum	Pisum sativum							
740	Capsicum annuum	Allium schoenoprasum							
741	Capsicum annuum	Allium cepa							
742	Capsicum annuum	Allium porrum							
743	Capsicum annuum	Ocimum basilicum							
744	Capsicum annuum	Tropaeolum majus							
745	Capsicum annuum	Spinacia oleracea							
746	Capsicum annuum	Beta vulgaris flavescens							
747	Capsicum annuum	Lycopersicon esculentum							
748	Capsicum annuum	Lactuca sativa							
749	Capsicum annuum	Anethum graveolens							
750	Capsicum annuum	Petroselinum crispum							
751	Capsicum annuum	Origanum vulgare							
752	Capsicum annuum	Rosmarinus officinalis							
753	Pyrus communis	Achillea millefolium							
754	Brassica oleracea	Allium cepa proliferum							
755	Akebia quinata		FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
756	Clinopodium douglasii	Fragaria vesca	TRUE	FALSE	FALSE		FALSE	FALSE	FALSE
757	Clinopodium douglasii	Rubus ursinus	TRUE	FALSE	FALSE		FALSE	FALSE	FALSE
758	Clinopodium douglasii	Ribes sanguineum	TRUE	FALSE	FALSE		FALSE	FALSE	FALSE
759	Sidalcea hendersonii		FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
760	Morchella esculenta	Pinus	TRUE	TRUE	TRUE		FALSE	FALSE	FALSE
761	Morchella esculenta	Elm	TRUE	TRUE	TRUE		FALSE	FALSE	FALSE
762	Morchella esculenta	Tulip	TRUE	TRUE	TRUE		FALSE	FALSE	FALSE
763	Morchella esculenta	sassafras	TRUE	TRUE	TRUE		FALSE	FALSE	FALSE
764	Morchella esculenta	Beech	TRUE	TRUE	TRUE		FALSE	FALSE	FALSE
765	Morchella esculenta	Ash	FALSE	FALSE	TRUE		FALSE	FALSE	FALSE
766	Morchella esculenta	sycamore	TRUE	TRUE	TRUE		FALSE	FALSE	FALSE
767	Morchella esculenta	Hickory	TRUE	TRUE	TRUE		FALSE	FALSE	FALSE
768	Allium sativum	Solanum lycopersicum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
769	Allium sativum	Solanum tuberosum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
770	Allium sativum	Petroselinum crispum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
771	Allium sativum	Brassica oleracea capitata	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
772	Allium sativum	Cucumis sativus	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
773	Allium sativum	Beta vulgaris craca	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
774	Allium sativum	Brassica oleracea	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
775	Allium sativum	Brassica oleracea gongylodes	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
776	Allium sativum	Allium schoenoprasum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
777	Allium sativum	Lactuca sativa	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
778	Allium sativum	Salvia officinalis	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
779	Allium sativum	Spinacia oleracea	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
780	Allium sativum	Capsicum annuum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
781	Allium sativum	Matricaria recutita	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
782	Allium sativum	Achillea millefolium	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
783	Allium sativum	Artemisia dracunculus	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
784	Allium sativum	Daucus carota sativus	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
785	Allium sativum	Anethum graveolens	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
786	Allium sativum	Tropaeolum majus	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
787	Allium sativum	Calendula officinalis	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
788	Allium sativum	Solanum melongena	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
789	Allium sativum	Brassica oleracea italica	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
790	Allium sativum	Ruta graveolens	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
791	Allium sativum	Nepeta cataria	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
792	Allium sativum	Anethum graveolens	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
793	Ocimum basilicum	Solanum lycopersicum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
794	Ocimum basilicum	Asparagus officinalis	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
795	Ocimum basilicum	Cucumis sativus	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
796	Ocimum basilicum	Allium sativum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
797	Ocimum basilicum	Coriandrum sativum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
798	Ocimum basilicum	Foeniculum vulgare	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
799	Ocimum basilicum	Allium sativum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
800	Ocimum basilicum	Salvia officinalis	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
801	Ocimum basilicum	Rosmarinus officinalis	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
802	Ocimum basilicum	Origanum majorana	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
803	Rubus parviflorus	Ocimum basilicum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
804	Rubus parviflorus	Solanum lycopersicum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
805	Rubus parviflorus	Petroselinum crispum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
806	Pseudotsuga menziesii	Mahonia nervosa	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
807	Pseudotsuga menziesii	Gaultheria shallon	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
808	Pseudotsuga menziesii	Polystichum munitum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
809	Pseudotsuga menziesii	Symphoricarpos albus laevigatus	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
810	Pseudotsuga menziesii	Vaccinium ovatum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
811	Pseudotsuga menziesii	Mahonia repens	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
812	Pseudotsuga menziesii	Acer circinatum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
813	Allium cepa	Lactuca sativa	FALSE	FALSE	TRUE		FALSE	FALSE	FALSE
814	Beta vulgaris craca	Brassica oleracea viridis	TRUE	FALSE	TRUE		FALSE	FALSE	FALSE
815	Armoracia rusticana	Malus domestica	TRUE	FALSE	FALSE		FALSE	FALSE	FALSE
816	Malus domestica	Armoracia rusticana	TRUE	FALSE	FALSE		FALSE	FALSE	FALSE
817	Pastinaca sativa	Allium cepa	TRUE	FALSE	FALSE		FALSE	FALSE	FALSE
818	Pastinaca sativa	Allium cernuum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
819	Pastinaca sativa	Allium porrum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
820	Pastinaca sativa	Allium sativum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
821	Pastinaca sativa	Allium ampeloprasum	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
822	Pastinaca sativa	Allium vineale	FALSE	FALSE	FALSE		FALSE	FALSE	FALSE
